"","V1","V2","V3","V4","V5","V6","V7","V8","V9","ID"
"UICLURCY","J09179","1","NS","T0","B0","0120","ZYHHR4Z-02","ADM3N.flitered","ADM3N","UICLURCY"
"MYBXDXZG","J09180","1","NS","T0","B0","0120","ZYHHR4Z-1023","ADM3N.flitered","ADM3N","MYBXDXZG"
"PDDHNDOX","J09181","1","NS","T0","B0","0120","ZYHHR4Z-1024","ADM3N.flitered","ADM3N","PDDHNDOX"
"LBVGDRVY","J09182","1","NS","T0","B0","0120","ZVNCGHM-02","ADM3N.flitered","ADM3N","LBVGDRVY"
"RMUWDOJE","J09183","1","NS","T0","B0","0120","ZVNCGHM-1011","ADM3N.flitered","ADM3N","RMUWDOJE"
"PLUDKMJI","J09184","1","NS","T0","B0","0120","ZVNCGHM-1013","ADM3N.flitered","ADM3N","PLUDKMJI"
"YNRXZFLC","J09185","1","NS","T0","B0","0120","ZVNCGHM-1014","ADM3N.flitered","ADM3N","YNRXZFLC"
"BDOWDUCO","J09186","1","NS","T0","B0","0120","ZVNCGHM-1015","ADM3N.flitered","ADM3N","BDOWDUCO"
"NJUCRSWN","J09187","1","NS","T0","B0","0120","ZVNCGHM-1022","ADM3N.flitered","ADM3N","NJUCRSWN"
"DMPWYWLQ","J09188","1","NS","T0","B0","0120","ZX52KVK-01","ADM3N.flitered","ADM3N","DMPWYWLQ"
"BLMNZFNL","J09189","1","NS","T0","B0","0120","ZX52KVK-1011","ADM3N.flitered","ADM3N","BLMNZFNL"
"RCTKAWIC","J09190","1","NS","T0","B0","0120","ZX52KVK-1012","ADM3N.flitered","ADM3N","RCTKAWIC"
"YANZGUXS","J09191","1","NS","T0","B0","0120","ZX52KVK-1014","ADM3N.flitered","ADM3N","YANZGUXS"
"GRNKNPGI","J15230","1","ST","T0","B0","0120","ZY7IW45-01","AELNK.flitered","AELNK","GRNKNPGI"
"NCCVPXFV","J15231","1","ST","T0","B0","0120","ZY7IW45-02","AELNK.flitered","AELNK","NCCVPXFV"
"SAITFXJK","J15232","1","ST","T0","B0","0120","ZY7IW45-03","AELNK.flitered","AELNK","SAITFXJK"
"EOXEYHRE","J15233","1","ST","T0","B0","0120","ZY7IW45-04","AELNK.flitered","AELNK","EOXEYHRE"
"MSPXMMIU","J15234","1","ST","T0","B0","0120","ZWCZHHY-01","AELNK.flitered","AELNK","MSPXMMIU"
"SQBZFEKA","J15235","1","ST","T0","B0","0120","ZWCZHHY-02","AELNK.flitered","AELNK","SQBZFEKA"
"UGHDARWH","J15236","1","ST","T0","B0","0120","ZWCZHHY-03","AELNK.flitered","AELNK","UGHDARWH"
"HQWGXHNF","J15237","1","ST","T0","B0","0120","ZW61YGW-01","AELNK.flitered","AELNK","HQWGXHNF"
"OXYHQCLL","J15238","1","ST","T0","B0","0120","ZW61YGW-02","AELNK.flitered","AELNK","OXYHQCLL"
"TSXIVFAN","J15239","1","ST","T0","B0","0120","ZW61YGW-03","AELNK.flitered","AELNK","TSXIVFAN"
"FDINBUHM","J15240","1","ST","T0","B0","0120","ZYXQKWY-01","AELNK.flitered","AELNK","FDINBUHM"
"ZXMTQDVF","J15241","1","ST","T0","B0","0120","ZYXQKWY-02","AELNK.flitered","AELNK","ZXMTQDVF"
"KWXCLLUM","J15242","1","ST","T0","B0","0120","ZYXQKWY-03","AELNK.flitered","AELNK","KWXCLLUM"
"YXENTZBT","J15243","1","ST","T0","B0","0120","ZVM4N7A-01","AELNK.flitered","AELNK","YXENTZBT"
"WGVVJAMO","J15244","1","ST","T0","B0","0120","ZVM4N7A-02","AELNK.flitered","AELNK","WGVVJAMO"
"PMQRDAAN","J15245","1","ST","T0","B0","0120","ZVGW5FI-01","AELNK.flitered","AELNK","PMQRDAAN"
"ZJTPGPJR","J15246","1","ST","T0","B0","0120","ZVGW5FI-02","AELNK.flitered","AELNK","ZJTPGPJR"
"CQDWAKVJ","J16506","1","ST","T0","B0","0120","ZOZOW1T-61","AF11U.flitered","AF11U","CQDWAKVJ"
"IZRBCWDN","J16507","1","ST","T0","B0","0120","ZOZOW1T-62","AF11U.flitered","AF11U","IZRBCWDN"
"RTZETEDL","J16508","1","ST","T0","B0","0120","ZOZOW1T-63","AF11U.flitered","AF11U","RTZETEDL"
"VJEEFZQF","J16509","1","ST","T0","B0","0120","ZOZOW1T-64","AF11U.flitered","AF11U","VJEEFZQF"
"UVFSTWUG","J16510","1","ST","T0","B0","0120","ZOZOW1T-65","AF11U.flitered","AF11U","UVFSTWUG"
"FHNDGPYC","J16511","1","ST","T0","B0","0120","ZOZOW1T-66","AF11U.flitered","AF11U","FHNDGPYC"
"EGDKIETM","J16512","1","ST","T0","B0","0120","ZOZOW1T-68","AF11U.flitered","AF11U","EGDKIETM"
"JQHWYGIE","J16513","1","ST","T0","B0","0120","ZOZOW1T-70","AF11U.flitered","AF11U","JQHWYGIE"
"YKPDDHHP","J16514","1","ST","T0","B0","0120","ZOZOW1T-71","AF11U.flitered","AF11U","YKPDDHHP"
"AKTEVNXJ","J16515","1","ST","T0","B0","0120","ZOZOW1T-80","AF11U.flitered","AF11U","AKTEVNXJ"
"WLMZCTAD","J16516","1","ST","T0","B0","0120","ZOZOW1T-83","AF11U.flitered","AF11U","WLMZCTAD"
"OYOANSTF","J16517","1","ST","T0","B0","0120","ZOZOW1T-84","AF11U.flitered","AF11U","OYOANSTF"
"SRGZKVIQ","J16518","1","ST","T0","B0","0120","ZOZOW1T-84b","AF11U.flitered","AF11U","SRGZKVIQ"
"JULGJMPX","J16519","1","ST","T0","B0","0120","ZOZOW1T-1010","AF11U.flitered","AF11U","JULGJMPX"
"HTGDVDUW","J16520","1","ST","T0","B0","0120","ZOZOW1T-1011","AF11U.flitered","AF11U","HTGDVDUW"
"BHRDGCVG","J16521","1","ST","T0","B0","0120","ZOZOW1T-1012","AF11U.flitered","AF11U","BHRDGCVG"
"WXHXAESY","J16522","1","ST","T0","B0","0120","ZOZOW1T-1015","AF11U.flitered","AF11U","WXHXAESY"
"YRSTGOWP","J16523","1","ST","T0","B0","0120","ZOZOW1T-6021","AF11U.flitered","AF11U","YRSTGOWP"
"IAPVSOPC","J16524","1","ST","T0","B0","0120","ZOZOW1T-6022","AF11U.flitered","AF11U","IAPVSOPC"
"XYOMOTHL","J16525","1","ST","T0","B0","0120","ZOZOW1T-6023","AF11U.flitered","AF11U","XYOMOTHL"
"MSITNANM","J16526","1","ST","T0","B0","0120","ZOZOW1T-6023b","AF11U.flitered","AF11U","MSITNANM"
"EZAXUBSC","J16527","1","ST","T0","B0","0120","ZOZOW1T-2001","AF11U.flitered","AF11U","EZAXUBSC"
"AQGDNCSD","J16528","1","ST","T0","B0","0120","ZOZOW1T-2002","AF11U.flitered","AF11U","AQGDNCSD"
"WNUWNZLO","J16529","1","ST","T0","B0","0120","ZOZOW1T-46","AF11U.flitered","AF11U","WNUWNZLO"
"XBANXWCL","J16530","1","ST","T0","B0","0120","ZWCZHHY-04","AF11U.flitered","AF11U","XBANXWCL"
"JIIRQCVN","J16531","1","ST","T0","B0","0120","ZVGW5FI-03","AF11U.flitered","AF11U","JIIRQCVN"
"GOKEYULS","J16532","1","NS","T0","B0","0120","ZOZOW1T-84bR","AF11U.flitered","AF11U","GOKEYULS"
"TBKDXYAK","J16533","1","NS","T0","B0","0120","ZOZOW1T-6013R","APG7L.flitered","APG7L","TBKDXYAK"
"DSCDRLHF","J16534","1","NS","T0","B0","0120","ZOZOW1T-1010R","AF11U.flitered","AF11U","DSCDRLHF"
"TPJJJZUD","J16535","1","NS","T0","B0","0120","ZOZOW1T-1010L","AF11U.flitered","AF11U","TPJJJZUD"
"GLGCSOLQ","J16536","1","NS","T0","B0","0120","ZOZOW1T-6015R","AF11U.flitered","AF11U","GLGCSOLQ"
"AFHHEOQM","J16537","1","NS","T0","B0","0120","ZOZOW1T-6015L","AF11U.flitered","AF11U","AFHHEOQM"
"GXNCRDEP","J16538","1","NS","T0","B0","0120","ZOZOW1T-6016R","AF11U.flitered","AF11U","GXNCRDEP"
"GDWBFQGI","J16539","1","NS","T0","B0","0120","ZOZOW1T-6016L","AF11U.flitered","AF11U","GDWBFQGI"
"AFJHVPHC","J16540","1","NS","T0","B0","0120","ZOZOW1T-1015R","AF11U.flitered","AF11U","AFJHVPHC"
"KUPGDGZM","J16541","1","NS","T0","B0","0120","ZOZOW1T-6021R","AF11U.flitered","AF11U","KUPGDGZM"
"XTKFFIEF","J16542","1","NS","T0","B0","0120","ZOZOW1T-1012R","AF11U.flitered","AF11U","XTKFFIEF"
"ZFJHLMHQ","J16543","1","NS","T0","B0","0120","ZOZOW1T-1012L","AF11U.flitered","AF11U","ZFJHLMHQ"
"LEVUKIMU","J16544","1","NS","T0","B0","0120","ZOZOW1T-6014R","AF11U.flitered","AF11U","LEVUKIMU"
"WYNRDDKW","J16545","1","NS","T0","B0","0120","ZOZOW1T-6014L","AF11U.flitered","AF11U","WYNRDDKW"
"GMSRFMIT","J16546","1","NS","T0","B0","0120","ZOZOW1T-6023bR","AF11U.flitered","AF11U","GMSRFMIT"
"RFERYZOX","J16547","1","NS","T0","B0","0120","ZOZOW1T-6023bL","AF11U.flitered","AF11U","RFERYZOX"
"OFSVPZQV","J16548","1","NS","T0","B0","0120","ZOZOW1T-83R","AF11U.flitered","AF11U","OFSVPZQV"
"PUNZZAXO","J16549","1","NS","T0","B0","0120","ZOZOW1T-80R","AF11U.flitered","AF11U","PUNZZAXO"
"DLQJFYCJ","J16550","1","NS","T0","B0","0120","ZOZOW1T-68R","AF11U.flitered","AF11U","DLQJFYCJ"
"FWOVPPRE","J16551","1","NS","T0","B0","0120","ZOZOW1T-63R","AF11U.flitered","AF11U","FWOVPPRE"
"DKFSFYHT","J16552","1","NS","T0","B0","0120","ZOZOW1T-61R","AF11U.flitered","AF11U","DKFSFYHT"
"UMJXHHBR","J16553","1","NS","T0","B0","0120","ZOZOW1T-71R","AF11U.flitered","AF11U","UMJXHHBR"
"KDMGVHOW","J16554","1","NS","T0","B0","0120","ZOZOW1T-65R","AF11U.flitered","AF11U","KDMGVHOW"
"KBMDMJFZ","J16555","1","NS","T0","B0","0120","ZOZOW1T-65L","AF11U.flitered","AF11U","KBMDMJFZ"
"IPNDLYEC","J16556","1","NS","T0","B0","0120","ZOZOW1T-66R","AF11U.flitered","AF11U","IPNDLYEC"
"YPCHGBOS","J27250","1","NS","T0","B0","0120","ZOZOW1T-1010L","APG7L.flitered","APG7L","YPCHGBOS"
"ONFLQHIK","J28556","1","ST","T0","B0","0120","ZOBX723-1021","B44V8.flitered","B44V8","ONFLQHIK"
"TCEIGSWD","J28557","1","ST","T0","B0","0120","ZOBX723-1024","B44V8.flitered","B44V8","TCEIGSWD"
"FHFEQQZP","J28558","1","ST","T0","B0","0120","ZO94RDZ-06","B44V8.flitered","B44V8","FHFEQQZP"
"RXWDVLYO","J28559","1","ST","T0","B0","0120","ZO94RDZ-1011","B44V8.flitered","B44V8","RXWDVLYO"
"ENTNKVLO","J28560","1","ST","T0","B0","0120","ZO5QFNX-1012","B44V8.flitered","B44V8","ENTNKVLO"
"DQJRFEFH","J28561","1","ST","T0","B0","0120","ZO5QFNX-1013","B44V8.flitered","B44V8","DQJRFEFH"
"JPNJIRGH","J28564","1","ST","T0","B0","0120","ZN9YTFN-04","B44V8.flitered","B44V8","JPNJIRGH"
"QBSMBQRR","J28565","1","ST","T0","B0","0120","ZN3TBJM-01","B44V8.flitered","B44V8","QBSMBQRR"
"CMVAZWBG","J28566","1","ST","T0","B0","0120","ZN3TBJM-02","B44V8.flitered","B44V8","CMVAZWBG"
"XHQWHFZP","J28567","1","ST","T0","B0","0120","ZN3TBJM-03","B44V8.flitered","B44V8","XHQWHFZP"
"FTLFGMKI","J28568","1","ST","T0","B0","0120","ZN3TBJM-04","B44V8.flitered","B44V8","FTLFGMKI"
"GKPTGIME","J28569","1","ST","T0","B0","0120","ZN3TBJM-06","B44V8.flitered","B44V8","GKPTGIME"
"BEMUWCWW","J28570","1","ST","T0","B0","0120","ZN3TBJM-07","B44V8.flitered","B44V8","BEMUWCWW"
"TDVMCPUC","J28571","1","ST","T0","B0","0120","ZN3TBJM-1012","B44V8.flitered","B44V8","TDVMCPUC"
"XCYVGZPG","J28572","1","ST","T0","B0","0120","ZN3TBJM-1013","B44V8.flitered","B44V8","XCYVGZPG"
"MNBEJCBN","J28573","1","ST","T0","B0","0120","ZN3TBJM-1014","B44V8.flitered","B44V8","MNBEJCBN"
"JZGXXOOG","J28574","1","ST","T0","B0","0120","ZN3TBJM-1015","B44V8.flitered","B44V8","JZGXXOOG"
"ZMDVWOUM","J28575","1","ST","T0","B0","0120","ZMWEIX1-1011","B44V8.flitered","B44V8","ZMDVWOUM"
"JNYLRBHW","J28576","1","ST","T0","B0","0120","ZMWEIX1-1023","B44V8.flitered","B44V8","JNYLRBHW"
"DFMXYJDJ","J28577","1","ST","T0","B0","0120","ZMWEIX1-1024","B44V8.flitered","B44V8","DFMXYJDJ"
"IIZYCQQT","J28582","1","ST","T0","B0","0120","ZMBVNFM-1013","B44V8.flitered","B44V8","IIZYCQQT"
"YMIKCNDW","J28583","1","ST","T0","B0","0120","ZMBVNFM-1014","B44V8.flitered","B44V8","YMIKCNDW"
"ZXJZLYWX","J28591","1","ST","T0","B0","0120","ZLZQMEV-1014-AL1","AL5DH.flitered","AL5DH","ZXJZLYWX"
"XYNHHIEL","J28592","1","ST","T0","B0","0120","ZVNCGHM-1022-AL1","AL5DH.flitered","AL5DH","XYNHHIEL"
"EEVAQOBR","J28593","1","ST","T0","B0","0120","ZL9BTWF-1023-AL1","AL5DH.flitered","AL5DH","EEVAQOBR"
"ZZFPNZEV","J28595","1","ST","T0","B0","0120","ZM8YXDM-01-AL1","AL5DH.flitered","AL5DH","ZZFPNZEV"
"PFLFPFJR","J28596","1","ST","T0","B0","0120","ZL9BTWF-07","AL5DH.flitered","AL5DH","PFLFPFJR"
"TVGRHLZP","J28597","1","ST","T0","B0","0120","ZVGW5FI-02-AL1","AL5DH.flitered","AL5DH","TVGRHLZP"
"WQJABTNV","J28598","1","ST","T0","B0","0120","ZVM4N7A-01-AL1","AL5DH.flitered","AL5DH","WQJABTNV"
"PQEJLRBD","J28599","1","ST","T0","B0","0120","ZYXQKWY-03-AL1","AL5DH.flitered","AL5DH","PQEJLRBD"
"RISLYHCE","J28600","1","ST","T0","B0","0120","ZOZOW1T-65-AL1","AL5DH.flitered","AL5DH","RISLYHCE"
"CXUFOLDL","J28601","1","ST","T0","B0","0120","ZOZOW1T-68-AL1","AL5DH.flitered","AL5DH","CXUFOLDL"
"MHOOXNBE","J28602","1","ST","T0","B0","0120","ZOZOW1T-61-AL1","AL5DH.flitered","AL5DH","MHOOXNBE"
"MNJYPWGX","J28603","1","ST","T0","B0","0120","ZN3TBJM-2011","AWBGH.flitered","AWBGH","MNJYPWGX"
"XVZZMGKV","J28604","1","ST","T0","B0","0120","ZN3TBJM-2012","AWBGH.flitered","AWBGH","XVZZMGKV"
"VHGYJNHK","J28605","1","ST","T0","B0","0120","ZN3TBJM-2013","AWBGH.flitered","AWBGH","VHGYJNHK"
"JOKZOILZ","J28606","1","ST","T0","B0","0120","ZN3TBJM-2014","AWBGH.flitered","AWBGH","JOKZOILZ"
"SZAIQEUZ","J28607","1","ST","T0","B0","0120","ZN3TBJM-2022","AWBGH.flitered","AWBGH","SZAIQEUZ"
"QGRPAFRW","J28608","1","ST","T0","B0","0120","ZN3TBJM-2023","AWBGH.flitered","AWBGH","QGRPAFRW"
"QKJZOPZP","J28609","1","ST","T0","B0","0120","ZN3TBJM-2032","AWBGH.flitered","AWBGH","QKJZOPZP"
"WHYKEFRO","J28610","1","ST","T0","B0","0120","ZN0JE53-2011","AWBGH.flitered","AWBGH","WHYKEFRO"
"KTJJANMX","J28611","1","ST","T0","B0","0120","ZN0JE53-2012","AWBGH.flitered","AWBGH","KTJJANMX"
"MURCFENZ","J28612","1","ST","T0","B0","0120","ZN0JE53-2013","AWBGH.flitered","AWBGH","MURCFENZ"
"EDPJEVZT","J28613","1","ST","T0","B0","0120","ZN0JE53-2014","AWBGH.flitered","AWBGH","EDPJEVZT"
"EZPUAYNY","J28614","1","ST","T0","B0","0120","ZN0JE53-2025","AWBGH.flitered","AWBGH","EZPUAYNY"
"EOSXSNVV","J28615","1","ST","T0","B0","0120","ZN0JE53-2022","AWBGH.flitered","AWBGH","EOSXSNVV"
"IBBDFMPZ","J28616","1","ST","T0","B0","0120","ZN0JE53-2023","AWBGH.flitered","AWBGH","IBBDFMPZ"
"QNQWJHIH","J28617","1","ST","T0","B0","0120","ZMBVNFM-2012","AWBGH.flitered","AWBGH","QNQWJHIH"
"IPLQLJPL","J28618","1","ST","T0","B0","0120","ZMBVNFM-2013","AWBGH.flitered","AWBGH","IPLQLJPL"
"YGCASQDQ","J28619","1","ST","T0","B0","0120","ZMBVNFM-2015","AWBGH.flitered","AWBGH","YGCASQDQ"
"CRZFEEZJ","J28620","1","ST","T0","B0","0120","ZJTKAE3-2012","AWBGH.flitered","AWBGH","CRZFEEZJ"
"GDEVAKTX","J28621","1","ST","T0","B0","0120","ZJTKAE3-2015","AWBGH.flitered","AWBGH","GDEVAKTX"
"IDPNIATQ","J28622","1","ST","T0","B0","0120","ZNED4XZ-2011","AVTWA.flitered","AVTWA","IDPNIATQ"
"QXCJGPAQ","J28623","1","ST","T0","B0","0120","ZNED4XZ-2012","AVTWA.flitered","AVTWA","QXCJGPAQ"
"FNYYKLDI","J28624","1","ST","T0","B0","0120","ZN3TBJM-2024-AL1","AVTWA.flitered","AVTWA","FNYYKLDI"
"KEYXGGXX","J28625","1","ST","T0","B0","0120","ZN3TBJM-2025","AVTWA.flitered","AVTWA","KEYXGGXX"
"IXHEVGWR","J28630","1","ST","T0","B0","0120","ZLZNCLZ-2011","AVTWA.flitered","AVTWA","IXHEVGWR"
"JCQMGEWG","J28631","1","ST","T0","B0","0120","ZLZNCLZ-2012","AVTWA.flitered","AVTWA","JCQMGEWG"
"VIBORWBQ","J28632","1","ST","T0","B0","0120","ZLZNCLZ-2013","AVTWA.flitered","AVTWA","VIBORWBQ"
"FCHUQMVM","J28633","1","ST","T0","B0","0120","ZLZNCLZ-2014","AVTWA.flitered","AVTWA","FCHUQMVM"
"USCMCEIB","J28634","1","ST","T0","B0","0120","ZLZNCLZ-2015","AVTWA.flitered","AVTWA","USCMCEIB"
"ZDNFZQNI","J28636","1","ST","T0","B0","0120","ZYU89T9-2013","AVTWA.flitered","AVTWA","ZDNFZQNI"
"BAPRDKDG","J28637","1","ST","T0","B0","0120","ZYU89T9-2014","AVTWA.flitered","AVTWA","BAPRDKDG"
"VUVTVOWO","J28638","1","ST","T0","B0","0120","ZYU89T9-2015","AVTWA.flitered","AVTWA","VUVTVOWO"
"AYFIOTJK","J28639","1","ST","T0","B0","0120","ZYHHR4Z-2011-AL1","AVTWA.flitered","AVTWA","AYFIOTJK"
"NHITGLVY","J28640","1","ST","T0","B0","0120","ZYHHR4Z-2012","AVTWA.flitered","AVTWA","NHITGLVY"
"AIJFQTIO","J28641","1","ST","T0","B0","0120","ZYHHR4Z-2013","AVTWA.flitered","AVTWA","AIJFQTIO"
"NPCNUNMA","J28643","1","ST","T0","B0","0120","ZYHHR4Z-2021-AL1","AVTWA.flitered","AVTWA","NPCNUNMA"
"DOUTDBAK","J28644","1","ST","T0","B0","0120","ZYHHR4Z-2023","AVTWA.flitered","AVTWA","DOUTDBAK"
"QWHDXUKA","J28645","1","ST","T0","B0","0120","ZYHHR4Z-2024","AVTWA.flitered","AVTWA","QWHDXUKA"
"MHUWIVQH","J28646","1","ST","T0","B0","0120","ZY7IW45-2011","AVTWA.flitered","AVTWA","MHUWIVQH"
"JDVAEUPJ","J28647","1","ST","T0","B0","0120","ZY7IW45-2012","AVTWA.flitered","AVTWA","JDVAEUPJ"
"NPVISCLR","J28648","1","ST","T0","B0","0120","ZY7IW45-2013","AVTWA.flitered","AVTWA","NPVISCLR"
"EARTJZHB","J28649","1","ST","T0","B0","0120","ZY7IW45-2015","AVTWA.flitered","AVTWA","EARTJZHB"
"BVIFAYVJ","J28654","1","ST","T0","B0","0120","ZX52KVK-2011","AVTWA.flitered","AVTWA","BVIFAYVJ"
"BHSSHWUJ","J28655","1","ST","T0","B0","0120","ZX52KVK-2012","AVTWA.flitered","AVTWA","BHSSHWUJ"
"SRFHXWXU","J28656","1","ST","T0","B0","0120","ZX52KVK-2013","AVTWA.flitered","AVTWA","SRFHXWXU"
"LOCIRUNR","J28657","1","ST","T0","B0","0120","ZX52KVK-2014","AVTWA.flitered","AVTWA","LOCIRUNR"
"YGGJCVEG","J28658","1","ST","T0","B0","0120","ZX52KVK-2015","AVTWA.flitered","AVTWA","YGGJCVEG"
"PCXKMXRY","J28659","1","ST","T0","B0","0120","ZX52KVK-2022-AL1","AVTWA.flitered","AVTWA","PCXKMXRY"
"TBNEVIBU","J28660","1","ST","T0","B0","0120","ZX52KVK-2023","AVTWA.flitered","AVTWA","TBNEVIBU"
"KIKHSOGJ","J28661","1","ST","T0","B0","0120","ZLTUJTN-2014","AVTWA.flitered","AVTWA","KIKHSOGJ"
"WDFSSNSA","J28662","1","ST","T0","B0","0120","ZLTUJTN-2015","AVTWA.flitered","AVTWA","WDFSSNSA"
"OHJPNDYD","J28663","1","ST","T0","B0","0120","ZL63I8R-2012","AVTWA.flitered","AVTWA","OHJPNDYD"
"SQRROTZP","J28664","1","ST","T0","B0","0120","ZL63I8R-2013","AVTWA.flitered","AVTWA","SQRROTZP"
"HGVCFKGL","J28665","1","ST","T0","B0","0120","ZL63I8R-2014","AVTWA.flitered","AVTWA","HGVCFKGL"
"JJBOEWUV","J28666","1","ST","T0","B0","0120","ZL63I8R-2015","AVTWA.flitered","AVTWA","JJBOEWUV"
"KCFSDPOP","J28667","1","ST","T0","B0","0120","ZKVR426-2012","AVTWA.flitered","AVTWA","KCFSDPOP"
"IRNTGLPC","J28668","1","ST","T0","B0","0120","ZKVR426-2013","AVTWA.flitered","AVTWA","IRNTGLPC"
"AYYBRQAL","J28669","1","ST","T0","B0","0120","ZKVR426-2014","AVTWA.flitered","AVTWA","AYYBRQAL"
"VWNKCVNA","J28670","1","ST","T0","B0","0120","ZKVR426-2015","AVTWA.flitered","AVTWA","VWNKCVNA"
"URJOVQQP","J28986","1","NS","T0","B0","0120","ZOBX723-1013","AN77Y.flitered","AN77Y","URJOVQQP"
"QNBAMPOC","J28987","1","NS","T0","B0","0120","ZOBX723-1024","AN77Y.flitered","AN77Y","QNBAMPOC"
"AJGZBWTF","J28996","1","NS","T0","B0","0120","ZN3TBJM-01","AN77Y.flitered","AN77Y","AJGZBWTF"
"QLXXCCYS","J28997","1","NS","T0","B0","0120","ZN3TBJM-02","AN77Y.flitered","AN77Y","QLXXCCYS"
"XAXIEORR","J28998","1","NS","T0","B0","0120","ZN3TBJM-03","AN77Y.flitered","AN77Y","XAXIEORR"
"VHKTAMMK","J28999","1","NS","T0","B0","0120","ZN3TBJM-04","AN77Y.flitered","AN77Y","VHKTAMMK"
"DRDMHQZX","J29000","1","NS","T0","B0","0120","ZN3TBJM-06","AN77Y.flitered","AN77Y","DRDMHQZX"
"VMVEZNWV","J29001","1","NS","T0","B0","0120","ZN3TBJM-07","AN77Y.flitered","AN77Y","VMVEZNWV"
"DYWJQCAV","J29002","1","NS","T0","B0","0120","ZN3TBJM-1014","AN77Y.flitered","AN77Y","DYWJQCAV"
"STQJYFUV","J29003","1","NS","T0","B0","0120","ZN3TBJM-1015","AN77Y.flitered","AN77Y","STQJYFUV"
"HAUFCDQW","J29004","1","NS","T0","B0","0120","ZN3TBJM-2022","AN77Y.flitered","AN77Y","HAUFCDQW"
"JYGVXTGS","J29005","1","NS","T0","B0","0120","ZN3TBJM-2023","AN77Y.flitered","AN77Y","JYGVXTGS"
"QLYEQKVG","J29009","1","NS","T0","B0","0120","ZMBVNFM-07","AN77Y.flitered","AN77Y","QLYEQKVG"
"ZADANDXX","J29010","1","NS","T0","B0","0120","ZMBVNFM-1014","AN77Y.flitered","AN77Y","ZADANDXX"
"SWCHLMVT","J29011","1","NS","T0","B0","0120","ZMBVNFM-1015","AN77Y.flitered","AN77Y","SWCHLMVT"
"XIRPZVCK","J29012","1","NS","T0","B0","0120","ZLZNCLZ-06","AN77Y.flitered","AN77Y","XIRPZVCK"
"PPGHAMDC","J29013","1","NS","T0","B0","0120","ZLZNCLZ-08","AN77Y.flitered","AN77Y","PPGHAMDC"
"ICOWWKDJ","J29014","1","NS","T0","B0","0120","ZLZNCLZ-1032","AN77Y.flitered","AN77Y","ICOWWKDJ"
"DKOAKDWQ","J29015","1","NS","T0","B0","0120","ZLZNCLZ-1033","AN77Y.flitered","AN77Y","DKOAKDWQ"
"VCVWSVDL","J29016","1","NS","T0","B0","0120","ZLZNCLZ-1035","AN77Y.flitered","AN77Y","VCVWSVDL"
"NZNGVTDN","J29017","1","NS","T0","B0","0120","ZLZNCLZ-1036","AN77Y.flitered","AN77Y","NZNGVTDN"
"RSLLVNYO","J29018","1","NS","T0","B0","0120","ZYLJ7R7-01","AN77Y.flitered","AN77Y","RSLLVNYO"
"GVZGFMNJ","J29019","1","NS","T0","B0","0120","ZYLJ7R7-02","AN77Y.flitered","AN77Y","GVZGFMNJ"
"XPWLZZRE","J29020","1","NS","T0","B0","0120","ZYLJ7R7-1014","AN77Y.flitered","AN77Y","XPWLZZRE"
"IKBWNZJT","J29021","1","NS","T0","B0","0120","ZX52KVK-04","AN77Y.flitered","AN77Y","IKBWNZJT"
"PUWJFSRQ","J29022","1","NS","T0","B0","0120","ZX52KVK-1034","AN77Y.flitered","AN77Y","PUWJFSRQ"
"JNSUQYRU","J29023","1","NS","T0","B0","0120","ZX52KVK-1022","AN77Y.flitered","AN77Y","JNSUQYRU"
"GWETOHSH","J29024","1","NS","T0","B0","0120","ZX52KVK-1032","AN77Y.flitered","AN77Y","GWETOHSH"
"JBWDEJIG","J29025","1","NS","T0","B0","0120","ZX52KVK-1033","AN77Y.flitered","AN77Y","JBWDEJIG"
"KKBJVOEL","J29026","1","NS","T0","B0","0120","ZVBQY1N-01","AN77Y.flitered","AN77Y","KKBJVOEL"
"GWKKDWKK","J29027","1","NS","T0","B0","0120","ZVBQY1N-03","AN77Y.flitered","AN77Y","GWKKDWKK"
"UBDMERFB","J29028","1","NS","T0","B0","0120","ZVBQY1N-1011","AN77Y.flitered","AN77Y","UBDMERFB"
"GHGAHOTV","J29029","1","NS","T0","B0","0120","ZVBQY1N-1014","AN77Y.flitered","AN77Y","GHGAHOTV"
"CNWMYQOR","J29030","1","NS","T0","B0","0120","ZVBQY1N-1015","AN77Y.flitered","AN77Y","CNWMYQOR"
"OHPRJDPO","J29031","1","NS","T0","B0","0120","ZVBQY1N-1021","AN77Y.flitered","AN77Y","OHPRJDPO"
"CYTCNBYY","J29032","1","NS","T0","B0","0120","ZVBQY1N-1022","AN77Y.flitered","AN77Y","CYTCNBYY"
"BJQFMQSN","J29033","1","NS","T0","B0","0120","ZVBQY1N-1023","AN77Y.flitered","AN77Y","BJQFMQSN"
"KVADZJYH","J29034","1","NS","T0","B0","0120","ZVBQY1N-1024","AN77Y.flitered","AN77Y","KVADZJYH"
"DQIZGNJB","J29035","1","NS","T0","B0","0120","ZVBQY1N-1025","AN77Y.flitered","AN77Y","DQIZGNJB"
"UOOKAVTE","J29040","1","NS","T0","B0","0120","ZL63I8R-09","APHU6.flitered","APHU6","UOOKAVTE"
"WBUGQJSS","J29041","1","NS","T0","B0","0120","ZL63I8R-1011","AN77Y.flitered","AN77Y","WBUGQJSS"
"PLTBTADH","J29042","1","NS","T0","B0","0120","ZL63I8R-11","AN77Y.flitered","AN77Y","PLTBTADH"
